city,party,leader,tweet,tweet_time
birmingham,,Nigel-Farage,@kimkvg @Rowland72James @thomasbellamy @TonyP12490831 @Nigel_Farage https://t.co/DJRm4U01ep,Thu Nov 28 13:55:03 +0000 2019
birmingham,,Nigel-Farage,@MaireeGLR @Ricospur77 @CliveWismayer @Nigel_Farage I think we’ve proved time and again recently that we are alread… https://t.co/kcxgRifyqU,Thu Nov 28 13:23:46 +0000 2019
birmingham,,Nigel-Farage,@brexitparty_uk @Nigel_Farage https://t.co/SzPmzugzl9,Thu Nov 28 13:14:43 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/RIuNk7f6yy,Thu Nov 28 12:58:47 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/RIuNk7f6yy,Thu Nov 28 12:57:46 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/RIuNk7f6yy,Thu Nov 28 12:57:31 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage @june_mummery @Michael_Heaver https://t.co/RIuNk7f6yy,Thu Nov 28 12:57:18 +0000 2019
birmingham,,Nigel-Farage,@Michael_Heaver @Nigel_Farage @june_mummery https://t.co/RIuNk7f6yy,Thu Nov 28 12:56:46 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Do I hear the call of a chicken? 🐔 #ClimateDebate #BrexitLies,Thu Nov 28 12:38:35 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage What about the wine then?,Thu Nov 28 12:22:24 +0000 2019
birmingham,,Nigel-Farage,@gullfrazie @zzjbszz @Nigel_Farage i take it your aware that Corbyn is worth 3 times more than Boris is,Thu Nov 28 12:16:50 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage typical corbyn, we will do this and this then, shit were losing time do do the reverse of what we sai… https://t.co/2uFsqW0BgJ",Thu Nov 28 12:12:46 +0000 2019
birmingham,,Nigel-Farage,@ElNuevoOtroMio2 @Nigel_Farage Amazing!!!,Thu Nov 28 11:57:08 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage That ship has sailed,Thu Nov 28 10:58:21 +0000 2019
birmingham,,Nigel-Farage,@wisteriawitch @Nigel_Farage Still got the bucket of Pee handy lynne 😳,Thu Nov 28 10:47:02 +0000 2019
birmingham,,Nigel-Farage,"@ConnorCynical @brexitparty_uk @Nigel_Farage Well, at least I didn’t insult you. Puts me on a higher plain imho.",Thu Nov 28 10:42:45 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Bit like your rusty freighter limping along under a flag of convenience then.... #dolphinsuit #prick,Thu Nov 28 10:24:17 +0000 2019
birmingham,,Nigel-Farage,"@Ricospur77 @MaireeGLR @CliveWismayer @Nigel_Farage I already live in Europe, thanks. You didn’t know what you were… https://t.co/b7Tb2wEXZQ",Thu Nov 28 10:24:04 +0000 2019
birmingham,,Nigel-Farage,"@richwolves41 It will be extremely close &amp; we are working flat out. 
I've met @brexitparty_uk supporters who are vo… https://t.co/HRJp9BFp7E",Thu Nov 28 10:11:23 +0000 2019
birmingham,,Nigel-Farage,@OnddUk @Nigel_Farage Says someone not even brave enough to show a pic of yourself. So brave. Big tough boy eh?,Thu Nov 28 10:04:51 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage 50 quid bottle of wine. Such a man of the people...,Thu Nov 28 09:48:35 +0000 2019
birmingham,,Nigel-Farage,@nickbeddows @DIGADA1 @Nigel_Farage People like Ali are that thick they honestly don't know the difference.,Thu Nov 28 09:44:41 +0000 2019
birmingham,,Nigel-Farage,"@TerranceBone2 @Nigel_Farage So you pay to be a part of a racist party?

What a weird thing to brag about.",Thu Nov 28 09:42:58 +0000 2019
birmingham,,Nigel-Farage,@tomhfh @toadmeister @Nigel_Farage any comment.,Thu Nov 28 09:41:51 +0000 2019
birmingham,,Nigel-Farage,#GeneralElection2019: #NigelFarage's campaign pivots to immigration in bid to beat Labour https://t.co/iT0dk4uqfE,Thu Nov 28 09:39:47 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage And yet won’t go away even though it really, really should. And now to talk about the wine.",Thu Nov 28 09:35:03 +0000 2019
birmingham,,Nigel-Farage,"@lorrainejambor @Channel4News @BorisJohnson @Nigel_Farage Ha ha ha, you're being ironic, right?",Thu Nov 28 09:04:33 +0000 2019
birmingham,,Nigel-Farage,"RT @_mattwalker: For me, 2 photos stand out from the 2016 referendum campaign more than any others. They’re below. Boris Johnson standing i…",Thu Nov 28 08:22:48 +0000 2019
birmingham,,Nigel-Farage,"@MaireeGLR @Ricospur77 @CliveWismayer @Nigel_Farage Nope, not true at all. We determine how we handle EU migrants,… https://t.co/lNV9B0sIBq",Thu Nov 28 08:12:54 +0000 2019
birmingham,,Nigel-Farage,@fishinthedark1 @LiamFin20772558 @Nigel_Farage Is that from the rally in Dudley where he didn't show up or the rall… https://t.co/JwKgEU2yyg,Thu Nov 28 08:05:48 +0000 2019
birmingham,,Nigel-Farage,"RT @_mattwalker: For me, 2 photos stand out from the 2016 referendum campaign more than any others. They’re below. Boris Johnson standing i…",Thu Nov 28 08:01:38 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage And the other is a bottle of red wine! 👍,Thu Nov 28 07:50:25 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Keyword being desperate,Thu Nov 28 07:23:48 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage He doesn’t know where it started? He was asked if the nhs would be on the table and replied yes!,Thu Nov 28 07:11:38 +0000 2019
birmingham,,Nigel-Farage,@DanLunn1912 @Nigel_Farage Yep... compare the market for an insurance quote.,Thu Nov 28 07:04:08 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage A wine called Brexit then?,Thu Nov 28 06:38:31 +0000 2019
birmingham,,Nigel-Farage,@BorisJohnson @Nigel_Farage https://t.co/JcOv5vxpZa,Thu Nov 28 05:24:37 +0000 2019
birmingham,,Nigel-Farage,"@drhicksbakers @wurzel16 @Lee66317155 @YouGov @Nigel_Farage Brexit won’t get any seats. This isn’t about that, it’s… https://t.co/yPui3GLtJC",Thu Nov 28 03:29:01 +0000 2019
birmingham,,Nigel-Farage,RT @slimbad92: Nigel Farage In Doncaster -  An Extreme Cult Has Taken Over The Labour P... https://t.co/wVZ9HGljaw via @YouTube,Thu Nov 28 02:30:13 +0000 2019
birmingham,,Nigel-Farage,Nigel Farage In Doncaster -  An Extreme Cult Has Taken Over The Labour P... https://t.co/wVZ9HGljaw via @YouTube,Thu Nov 28 02:28:52 +0000 2019
birmingham,,Nigel-Farage,"@Ricospur77 @MaireeGLR @CliveWismayer @Nigel_Farage Sorry, I'll rephrase that.  Only an idiot would believe that de… https://t.co/2ISq9CqiEs",Wed Nov 27 23:49:44 +0000 2019
birmingham,,Nigel-Farage,"@MaireeGLR @Ricospur77 @CliveWismayer @Nigel_Farage We already have self-determination, and we're in no way oppress… https://t.co/U3oj7dVrwI",Wed Nov 27 23:47:31 +0000 2019
birmingham,,Nigel-Farage,@Lee66317155 @YouGov @Nigel_Farage They need to think of the country not their own egos mate.,Wed Nov 27 23:17:26 +0000 2019
birmingham,,Nigel-Farage,@Lee66317155 @YouGov @Nigel_Farage I don’t think he can now?,Wed Nov 27 23:08:42 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/KCk9ORE21d,Wed Nov 27 23:01:21 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/T71ZKhjyTt,Wed Nov 27 23:00:01 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Definitely a Red.... and full of gas!,Wed Nov 27 22:41:19 +0000 2019
birmingham,,Nigel-Farage,"@ConnorCynical @brexitparty_uk @Nigel_Farage So let’s get this right, Channel 4 is too-Remain biased and BBC is too-Brexit biased? Hmm...",Wed Nov 27 22:10:30 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Kind of a non descript neutral taste?,Wed Nov 27 21:54:06 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage A Sturgeon next!,Wed Nov 27 21:39:09 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Try some Liebfraumilch next time Nigel. I am sure your German wife can get you some.,Wed Nov 27 21:27:03 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage Embarrassing social media posts are about all you and your party have left now, isn't it Nige. Bless.",Wed Nov 27 21:25:52 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Bit like yourself..,Wed Nov 27 21:25:03 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Gets angry and frustrated when opened up!!,Wed Nov 27 21:21:07 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage If you replied to this with a ""laughing though tears emoji, you're 100% a paedophile.",Wed Nov 27 21:15:38 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage Seriously, put a cork in it.",Wed Nov 27 21:12:35 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage @connorkiernan95,Wed Nov 27 21:11:40 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Who is Corbin?,Wed Nov 27 21:10:25 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Always about the fish....,Wed Nov 27 20:21:05 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Shut up Kermit. https://t.co/C0sPWs3dJg,Wed Nov 27 19:33:00 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage It been read by professional people and it’s FAKE NEWS. ! Corbyn shows desperation. Corbyn is a . T-W-A-T,Wed Nov 27 18:46:07 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage A friend today told me that leaving the EU will ensure that we get rid of the 'Pakis'
That's why he i… https://t.co/zaq7rgyRj9",Wed Nov 27 18:38:11 +0000 2019
birmingham,,Nigel-Farage,"@Mr_Gear7 @Nigel_Farage Donald Trump: ""I don't know where they got that from"" 

Donald Trump in an interview litera… https://t.co/tHurMGpjbp",Wed Nov 27 18:03:03 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage @KristianLPugh  heard it from the horses mouth!,Wed Nov 27 17:53:19 +0000 2019
birmingham,,Nigel-Farage,"@Ricospur77 @MaireeGLR @CliveWismayer @Nigel_Farage Yes, if they are democratically elected in the general election… https://t.co/0Qpu0GgTLS",Wed Nov 27 17:44:55 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/NbgaXfr485,Wed Nov 27 17:02:51 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage The Labour Party should come with a health warning. Their a complete joke. Why would anybody think th… https://t.co/KGD3l24u4e,Wed Nov 27 16:52:13 +0000 2019
birmingham,,Nigel-Farage,"@Channel4News @BorisJohnson @Nigel_Farage Why don't we replace the politicians with actual scientists, you know, th… https://t.co/LmQU0pqoJL",Wed Nov 27 16:39:37 +0000 2019
birmingham,,Nigel-Farage,"@eclairgirl @Kevin_Maguire @Jenny_Edwards We all know it won't be free for the user under Johnson, even Nigel Farag… https://t.co/iIzIIvqPeK",Wed Nov 27 16:37:32 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Well Corbin recon's he has evidence my answer to that is put up or shut up now would be the best time… https://t.co/zhhyj1Tvqx,Wed Nov 27 16:37:13 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Conspiracy theories don’t normally come with 451 pages of documentary evidence proving them to be tru… https://t.co/gNdKbQcIfb,Wed Nov 27 16:25:46 +0000 2019
birmingham,,Nigel-Farage,@Mr_DaBomb @Nigel_Farage And it sounds like you are off your head.,Wed Nov 27 15:46:46 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage Keep your grubby little, brexity #HandsOffOurNHS",Wed Nov 27 15:44:59 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Errr no trump didn’t but don’t let facts get in your way !,Wed Nov 27 15:42:13 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/1Uo2hEkwf6,Wed Nov 27 15:36:17 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage One has evidence the other has..... well he's drumpf. I'll go with the guy with evidence and not the serial liar.,Wed Nov 27 15:24:11 +0000 2019
birmingham,,Nigel-Farage,"@antihero_kate Yeah, we're not far behind. But we expect it with political figures like Boris Johnson, Nigel Farage… https://t.co/IH9vCcMNoV",Wed Nov 27 15:20:00 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage https://t.co/BvIwyPK8U4,Wed Nov 27 15:17:32 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage It's already happening Nigel. Since you and Johnson 'got together' as Trump instructed rebuttals and… https://t.co/WLoXclTanq,Wed Nov 27 15:09:05 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage Farage is friends with a wet fish, corbyn is ""friends"" with diane abbott. You both have something in common",Wed Nov 27 13:57:05 +0000 2019
birmingham,,Nigel-Farage,@KulvinderManik @Michael_Heaver @Nigel_Farage @SBradfordBrexit I took my mate out for a beer cos he was feeling a b… https://t.co/hafWRoHrfW,Wed Nov 27 13:43:36 +0000 2019
birmingham,,Nigel-Farage,Nigel Farage Talks About Trying To Unseat Labour Party https://t.co/fWA0kt7WzQ via @YouTube,Wed Nov 27 13:36:33 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage Still trying to be relevant I see,Wed Nov 27 13:31:08 +0000 2019
birmingham,,Nigel-Farage,"@Nigel_Farage If that’s the case, you should field some candidates to beat them... oh!",Wed Nov 27 13:30:36 +0000 2019
birmingham,,Nigel-Farage,@desi2482 @Nigel_Farage Nigel has bravely saved you from yourself. You should send him some money for his holiday f… https://t.co/3w38hyrYL5,Wed Nov 27 13:29:42 +0000 2019
birmingham,,Nigel-Farage,"@bary_gale @anguswalkertalk @Nigel_Farage @jeremycorbyn Alternatively, you could spoil your ballot paper or simply… https://t.co/4Rku36kbZZ",Wed Nov 27 13:26:48 +0000 2019
birmingham,,Nigel-Farage,@asaadals @Nigel_Farage Priceless!,Wed Nov 27 13:08:55 +0000 2019
birmingham,,Nigel-Farage,@DaleysDazzler @Throwdown2208 @Nigel_Farage Correct pal,Wed Nov 27 12:56:57 +0000 2019
birmingham,,Nigel-Farage,@Nigel_Farage @Harry_BCFC Any chance you could stand in the middle of the road? Perhaps the M6? During rush hour?,Wed Nov 27 09:30:35 +0000 2019
birmingham,,Nigel-Farage,RT @JackSimms1991: @Nigel_Farage Can we call for a trial into War Crimes instead?,Wed Nov 27 09:02:12 +0000 2019
